chromosome	location	beta_diet	se_beta_diet	pvalue	info
chr10	79925871	-0.6017	0.7491	0.22532017	chr10_79925871
chr10	79925890	-0.3877	0.7642	0.431527709	chr10_79925890
chr10	79925944	0.3703	0.8155	0.432703885	chr10_79925944
chr10	79925960	0.574	0.8571	0.193597598	chr10_79925960
chr10	79926120	0.6819	0.5791	0.148640174	chr10_79926120
chr10	79928081	0.3876	0.4055	0.295705737	chr10_79928081
chr10	79928115	-0.2693	0.3899	0.453223954	chr10_79928115
chr10	79930026	0.06368	0.351	0.846370171	chr10_79930026
chr10	79930042	-0.1704	0.3082	0.561120098	chr10_79930042
chr10	79930176	0.4583	0.6473	0.352956202	chr10_79930176
chr10	79930332	0.1278	0.3425	0.691249645	chr10_79930332
chr10	79931346	-0.007218	0.5852	0.987864031	chr10_79931346
chr10	79931374	-0.1361	0.4499	0.734813948	chr10_79931374
chr10	79931377	0.5388	0.4905	0.207481053	chr10_79931377
chr10	79931379	0.611	0.4208	0.109463977	chr10_79931379
chr10	79931386	0.3467	0.5294	0.440150118	chr10_79931386
chr10	79931422	0.3542	0.4867	0.404796151	chr10_79931422
chr10	79931510	0.4789	0.7931	0.321506488	chr10_79931510
chr10	799329	0.009065	0.5781	0.984667741	chr10_799329
chr10	79933383	-0.3614	0.3792	0.303017669	chr10_79933383
chr10	79933392	-0.3538	0.4829	0.402774594	chr10_79933392
chr10	79934274	0.5496	0.8522	0.217723052	chr10_79934274
chr10	79935602	0.4622	0.6004	0.335730061	chr10_79935602
chr10	79936205	0.2928	0.2866	0.286257925	chr10_79936205
chr10	79936311	-0.2796	0.3759	0.422157715	chr10_79936311
chr10	799370	-0.4406	0.3885	0.218403179	chr10_799370
chr10	799373	-0.5859	0.479	0.163489916	chr10_799373
chr10	79937538	-1.092	0.5027	0.011975668	chr10_79937538
chr10	79937540	-0.8211	0.344	0.011020078	chr10_79937540
chr10	79937574	-0.3333	0.2811	0.216638169	chr10_79937574
chr10	79937591	-0.1182	0.2483	0.623124485	chr10_79937591
chr10	79937634	0.4568	0.4461	0.252565737	chr10_79937634
chr10	79937693	-0.4861	0.3193	0.108167087	chr10_79937693
chr10	79937723	-0.5227	0.2934	0.062386073	chr10_79937723
chr10	79937736	-0.3748	0.2302	0.094310987	chr10_79937736
chr10	79937843	-0.1589	0.235	0.486646993	chr10_79937843
chr10	79937853	-0.4951	0.233	0.028886507	chr10_79937853
chr10	79937883	-0.03705	0.2215	0.863807556	chr10_79937883
chr10	79937888	-0.06971	0.3008	0.808003229	chr10_79937888
chr10	79937891	-0.1825	0.1971	0.344938265	chr10_79937891
chr10	79937898	-0.03113	0.2585	0.900790621	chr10_79937898
chr10	79937916	-0.1759	0.3346	0.576941986	chr10_79937916
chr10	799383	-0.3484	0.423	0.363368312	chr10_799383
chr10	79938643	-0.1724	0.6492	0.726988621	chr10_79938643
chr10	79938722	-0.6371	0.345	0.049129782	chr10_79938722
chr10	79938729	-0.0256	0.3257	0.933745856	chr10_79938729
chr10	79938733	0.03199	0.2645	0.900197682	chr10_79938733
chr10	79938738	-0.2961	0.2982	0.298206457	chr10_79938738
chr10	79938785	0.2852	0.3582	0.393775638	chr10_79938785
chr10	799400	-0.6678	0.4071	0.072503874	chr10_799400
chr10	79942096	-0.09952	0.2776	0.709023289	chr10_79942096
chr10	79942119	0.02811	0.7407	0.95495315	chr10_79942119
chr10	79942741	-0.1501	0.7524	0.761997595	chr10_79942741
chr10	79943282	-0.3292	0.3699	0.338106346	chr10_79943282
chr10	79943312	0.2306	0.382	0.513625891	chr10_79943312
chr10	79943328	0.3309	0.4156	0.381368025	chr10_79943328
chr10	79943381	-0.2489	0.5365	0.582491916	chr10_79943381
chr10	79943390	-0.1023	0.5295	0.819841933	chr10_79943390
chr10	79943432	0.1897	0.3973	0.602854901	chr10_79943432
chr10	79946855	0.3289	0.3695	0.338106853	chr10_79946855
chr10	79946901	-0.02024	0.1892	0.913246561	chr10_79946901
chr10	79946973	0.2762	0.2644	0.27873021	chr10_79946973
chr10	79947915	0.002911	0.2371	0.989916694	chr10_79947915
chr10	79947939	0.4239	0.2462	0.07565848	chr10_79947939
chr10	79947970	0.1322	0.2684	0.609134258	chr10_79947970
chr10	79947976	-0.1067	0.2471	0.655866044	chr10_79947976
chr10	799480	0.08504	0.4109	0.820416172	chr10_799480
chr10	79948124	-0.09897	0.2296	0.657848438	chr10_79948124
chr10	79948139	-0.3981	0.3695	0.246270472	chr10_79948139
chr10	79948182	0.437	0.2953	0.121399509	chr10_79948182
chr10	799491	0.147	0.5088	0.737170622	chr10_799491
chr10	799497	-0.03996	0.3829	0.910053551	chr10_799497
chr10	79950491	-0.09205	0.3376	0.772071494	chr10_79950491
chr10	79950504	0.000725	0.3225	0.99810506	chr10_79950504
chr10	79950546	0.03503	0.3502	0.914954702	chr10_79950546
chr10	79950551	-0.522	0.3654	0.124858853	chr10_79950551
chr10	79950553	-0.4029	0.4654	0.328030371	chr10_79950553
chr10	79950628	0.1747	0.3592	0.602269888	chr10_79950628
chr10	79950640	-0.4356	0.3872	0.222396964	chr10_79950640
chr10	79950858	-0.2204	0.2474	0.357861574	chr10_79950858
chr10	79950874	0.599	0.3674	0.079606599	chr10_79950874
chr10	79950978	-0.4696	0.7465	0.344444258	chr10_79950978
chr10	79951980	-0.03905	0.4484	0.922383791	chr10_79951980
chr10	79953484	0.2237	0.4465	0.575533559	chr10_79953484
chr10	79953534	-0.2415	0.6687	0.627165722	chr10_79953534
chr10	799562	-0.2496	0.4167	0.509943775	chr10_799562
chr10	79958373	-0.05755	0.5816	0.903184055	chr10_79958373
chr10	79971185	0.1558	0.298	0.583895707	chr10_79971185
chr10	79971201	0.4374	0.2765	0.099744927	chr10_79971201
chr10	79971229	0.1091	0.588	0.818566183	chr10_79971229
chr10	79972197	0.04223	0.6532	0.931956712	chr10_79972197
chr10	79973495	0.129	0.5641	0.781815292	chr10_79973495
chr10	79980211	-0.03898	0.2646	0.878586449	chr10_79980211
chr10	79980226	-0.4467	0.2632	0.078540804	chr10_79980226
chr10	79980335	-0.5247	0.5339	0.245119245	chr10_79980335
chr10	79982085	1.262	0.4416	0.001446595	chr10_79982085
chr10	79982101	0.1199	0.447	0.764285899	chr10_79982101
chr10	79982209	-0.2152	0.3456	0.506963455	chr10_79982209
chr10	79982225	0.01181	0.1839	0.947908105	chr10_79982225
chr10	79985142	-0.07589	0.342	0.81332417	chr10_79985142
chr10	79988183	0.2944	0.65	0.551173214	chr10_79988183
chr10	8002543	0.4453	0.3835	0.208653104	chr10_8002543
chr10	8002646	-0.8535	0.5717	0.068819596	chr10_8002646
chr10	8002716	0.01197	0.6063	0.980193579	chr10_8002716
chr10	8002720	0.151	0.5103	0.730788932	chr10_8002720
chr10	8002821	-0.4402	0.4542	0.27665574	chr10_8002821
chr10	80072719	-0.05326	0.6429	0.913870637	chr10_80072719
chr10	80118292	-0.2069	0.706	0.679019101	chr10_80118292
chr10	80147467	0.2963	0.7836	0.542763667	chr10_80147467
chr10	80148336	0.4767	0.3844	0.179166185	chr10_80148336
chr10	80148424	-0.5368	0.4161	0.155978853	chr10_80148424
chr10	80148511	0.6173	0.3287	0.046756831	chr10_80148511
chr10	80148567	0.05765	0.4393	0.883856533	chr10_80148567
chr10	80154015	-0.3746	0.6936	0.45341318	chr10_80154015
chr10	801554	-0.2488	0.2907	0.371057333	chr10_801554
chr10	80174844	-0.5482	0.471	0.187027837	chr10_80174844
chr10	80174930	-0.1457	0.3144	0.62542406	chr10_80174930
chr10	80174957	-0.5435	0.3912	0.131139567	chr10_80174957
chr10	80177064	0.009958	0.7783	0.983742651	chr10_80177064
chr10	80177143	0.1229	0.6301	0.801671344	chr10_80177143
chr10	80181566	-0.2402	0.3443	0.457433541	chr10_80181566
chr10	801829	-0.5877	0.452	0.144945916	chr10_801829
chr10	801892	-0.3844	0.2723	0.142344196	chr10_801892
chr10	801897	-0.03362	0.2278	0.879525539	chr10_801897
chr10	801903	0.08825	0.2091	0.666041299	chr10_801903
chr10	801912	-0.22	0.2638	0.387263208	chr10_801912
chr10	801915	-0.05181	0.1532	0.732181363	chr10_801915
chr10	80195690	0.658	0.6443	0.181751571	chr10_80195690
chr10	80195699	0.2923	0.5659	0.530995416	chr10_80195699
chr10	802039	-0.03396	0.3443	0.916329625	chr10_802039
chr10	802073	-0.3962	0.4142	0.2932902	chr10_802073
chr10	802111	-0.03094	0.4382	0.937390381	chr10_802111
chr10	80214388	-0.1989	0.3538	0.547801503	chr10_80214388
chr10	80214396	-0.03439	0.3357	0.913397807	chr10_80214396
chr10	80214575	0.05474	0.3109	0.853032971	chr10_80214575
chr10	80214594	-0.0766	0.2394	0.741740351	chr10_80214594
chr10	80214607	0.1153	0.2753	0.663090639	chr10_80214607
chr10	802213	0.5456	0.4551	0.178184944	chr10_802213
chr10	80223147	0.1907	0.7485	0.700830405	chr10_80223147
chr10	802246	-0.1535	0.4903	0.719435583	chr10_802246
chr10	80227769	-0.5745	0.6679	0.247788607	chr10_80227769
chr10	80227793	-0.1662	0.6696	0.738238578	chr10_80227793
chr10	802319	0.5196	0.55	0.257976456	chr10_802319
chr10	802327	0.5653	0.7059	0.258220719	chr10_802327
chr10	802353	-0.3537	0.6507	0.47408514	chr10_802353
chr10	80241256	0.1009	0.3335	0.748269921	chr10_80241256
chr10	80242313	0.02488	0.2443	0.916356555	chr10_80242313
chr10	80242373	-0.02827	0.2707	0.913612318	chr10_80242373
chr10	802451	-0.3672	0.2059	0.068388351	chr10_802451
chr10	802462	-0.5494	0.3153	0.066339255	chr10_802462
chr10	80249410	-0.4578	0.485	0.280426291	chr10_80249410
chr10	80249422	-0.1055	0.476	0.801024852	chr10_80249422
chr10	80249424	-0.5968	0.5007	0.168522484	chr10_80249424
chr10	80249448	0.2979	0.4675	0.471006788	chr10_80249448
chr10	80249451	-0.321	0.4047	0.385730892	chr10_80249451
chr10	80249457	-0.3374	0.3646	0.320316755	chr10_80249457
chr10	80249460	-0.3022	0.3622	0.370720677	chr10_80249460
chr10	80249466	-0.3934	0.3727	0.255331407	chr10_80249466
chr10	80249523	-0.2574	0.3763	0.460335235	chr10_80249523
chr10	80249526	0.2883	0.234	0.205071628	chr10_80249526
chr10	80249551	0.08067	0.2649	0.752145119	chr10_80249551
chr10	80249556	0.3944	0.2765	0.137738046	chr10_80249556
chr10	80249562	0.1059	0.2104	0.606656616	chr10_80249562
chr10	80249573	-0.08732	0.2508	0.719100644	chr10_80249573
chr10	80249591	0.4981	0.1871	0.006726897	chr10_80249591
chr10	80249608	0.0868	0.2272	0.694835322	chr10_80249608
chr10	80249610	0.2226	0.2166	0.292482515	chr10_80249610
chr10	80249613	0.2492	0.235	0.275282578	chr10_80249613
chr10	80249652	0.4709	0.4539	0.244302181	chr10_80249652
chr10	80249663	0.08618	0.7202	0.863059777	chr10_80249663
chr10	802506	-0.933	0.5409	0.040286207	chr10_802506
chr10	80252826	0.6416	0.4	0.080099769	chr10_80252826
chr10	802532	-0.699	0.8525	0.116744997	chr10_802532
chr10	80260278	0.4368	0.3331	0.164303964	chr10_80260278
chr10	80260358	0.4192	0.5901	0.378901231	chr10_80260358
chr10	80265965	-0.1671	0.3405	0.601713828	chr10_80265965
chr10	80273835	-0.3023	0.2623	0.232355001	chr10_80273835
chr10	80275155	-0.3018	0.5945	0.527821679	chr10_80275155
chr10	80276078	-0.09217	0.3178	0.759693867	chr10_80276078
chr10	80276186	-0.3648	0.7973	0.448423086	chr10_80276186
chr10	80276197	-0.1959	0.7992	0.683413506	chr10_80276197
chr10	80276205	0.2036	0.3409	0.525234619	chr10_80276205
chr10	80276236	0.3599	0.3391	0.259242505	chr10_80276236
chr10	80276289	0.09837	0.5212	0.824975207	chr10_80276289
chr10	80276317	-0.1841	0.188	0.318748301	chr10_80276317
chr10	80276343	-0.3426	0.2525	0.160834763	chr10_80276343
chr10	80278430	0.001809	0.7879	0.997025153	chr10_80278430
chr10	80278437	-0.7754	0.6401	0.114862218	chr10_80278437
chr10	80280882	1.022	0.9063	0.007626566	chr10_80280882
chr10	80280907	0.2567	0.2917	0.357559296	chr10_80280907
chr10	80285227	-0.301	0.2924	0.281722862	chr10_80285227
chr10	80287410	0.1349	0.4357	0.730858752	chr10_80287410
chr10	80287442	-0.08392	0.3862	0.813763478	chr10_80287442
chr10	80287505	-0.3721	0.579	0.430566395	chr10_80287505
chr10	80302231	-0.07983	0.2622	0.752381684	chr10_80302231
chr10	80304012	0.3792	0.3733	0.273534683	chr10_80304012
chr10	80304159	0.07427	0.526	0.86814096	chr10_80304159
chr10	80304191	-0.4965	0.7506	0.316787887	chr10_80304191
chr10	80304223	-0.3931	0.3824	0.265907121	chr10_80304223
chr10	80304255	-0.04209	0.3417	0.895722079	chr10_80304255
chr10	80304276	0.4947	0.3745	0.154262311	chr10_80304276
chr10	80304278	-0.186	0.3047	0.521579244	chr10_80304278
chr10	80304323	0.3188	0.3504	0.331347021	chr10_80304323
chr10	80304407	0.3425	0.4454	0.390413364	chr10_80304407
chr10	80305176	-0.5661	0.5581	0.221547754	chr10_80305176
chr10	80305216	0.3545	0.4665	0.390271568	chr10_80305216
chr10	80305246	0.06519	0.5817	0.890416862	chr10_80305246
chr10	80305278	0.6892	0.6698	0.165828639	chr10_80305278
chr10	803077	0.3618	0.4681	0.381761297	chr10_803077
chr10	80312111	0.2936	0.8521	0.510320713	chr10_80312111
chr10	803144	-0.753	0.4916	0.078585555	chr10_803144
chr10	803166	-0.6297	0.3364	0.046842121	chr10_803166
chr10	803394	-0.004193	0.8773	0.992054513	chr10_803394
chr10	80341	0.01018	0.2453	0.965854499	chr10_80341
chr10	803457	-0.2863	0.3423	0.373371553	chr10_803457
chr10	803569	-0.4076	0.5188	0.358089382	chr10_803569
chr10	803619	-0.3172	0.6237	0.515282123	chr10_803619
chr10	803653	-0.2621	0.201	0.183140594	chr10_803653
chr10	80367802	-0.08762	0.2243	0.688529703	chr10_80367802
chr10	803683	-0.2427	0.6452	0.622471683	chr10_803683
chr10	803766	-0.03979	0.5986	0.933866651	chr10_803766
chr10	803769	-0.1505	0.7261	0.763073604	chr10_803769
chr10	80381403	0.3755	0.417	0.32181814	chr10_80381403
chr10	80385	-0.2569	0.2237	0.238687873	chr10_80385
chr10	80388969	-0.9866	0.825	0.034336089	chr10_80388969
chr10	80389298	0.143	0.2108	0.487706043	chr10_80389298
chr10	80389309	0.3676	0.1837	0.041777264	chr10_80389309
chr10	80405353	-0.4348	0.6292	0.373956877	chr10_80405353
chr10	80421827	-0.1132	0.7759	0.817108695	chr10_80421827
chr10	80424218	0.895	0.4415	0.023864887	chr10_80424218
chr10	80424498	-0.1502	0.8865	0.714249489	chr10_80424498
chr10	80424585	0.1141	0.4337	0.770306699	chr10_80424585
chr10	80433031	-0.1006	0.4427	0.799936895	chr10_80433031
chr10	80433049	-0.2126	0.2812	0.430793041	chr10_80433049
chr10	80442748	0.005265	0.4224	0.989028238	chr10_80442748
chr10	80442794	0.04039	0.4428	0.918969395	chr10_80442794
chr10	80442824	-0.2666	0.4916	0.533443565	chr10_80442824
chr10	80442828	0.6453	0.4206	0.090819225	chr10_80442828
chr10	80442840	0.603	0.426	0.117686299	chr10_80442840
chr10	80442877	-0.6123	0.6973	0.220550789	chr10_80442877
chr10	80442884	0.1057	0.4054	0.775476182	chr10_80442884
chr10	80442898	0.4042	0.3759	0.245890622	chr10_80442898
chr10	804496	0.1427	0.3869	0.689172106	chr10_804496
chr10	80454338	-0.6738	0.8008	0.160066293	chr10_80454338
chr10	80454883	-0.2164	0.3109	0.46396326	chr10_80454883
chr10	804596	0.0009455	0.3636	0.997772752	chr10_804596
chr10	804600	-0.6704	0.4429	0.091358124	chr10_804600
chr10	804692	-0.4422	0.6751	0.374604059	chr10_804692
chr10	804705	-0.1695	0.3803	0.629869924	chr10_804705
chr10	804745	-0.01066	0.2248	0.961185849	chr10_804745
chr10	80492105	0.1973	0.681	0.692370233	chr10_80492105
chr10	80495232	-0.2136	0.6645	0.667087846	chr10_80495232
chr10	80497039	0.4243	0.771	0.387502765	chr10_80497039
chr10	80538398	0.2523	0.614	0.602646036	chr10_80538398
chr10	80538431	0.06983	0.4686	0.866044187	chr10_80538431
chr10	80538445	-0.1203	0.3485	0.712663184	chr10_80538445
chr10	80538487	0.07744	0.3397	0.80848634	chr10_80538487
chr10	80538521	-0.7101	0.5952	0.137632318	chr10_80538521
chr10	80538533	-0.4241	0.6824	0.395210336	chr10_80538533
chr10	80549954	0.5562	0.7068	0.265966025	chr10_80549954
chr10	80549992	0.3339	0.8299	0.470818037	chr10_80549992
chr10	80587799	-0.5372	0.4937	0.210850498	chr10_80587799
chr10	80595208	0.4925	0.3478	0.130957746	chr10_80595208
chr10	80595216	0.7481	0.4366	0.056834488	chr10_80595216
chr10	80595218	0.5648	0.3139	0.05808125	chr10_80595218
chr10	80595220	0.396	0.3386	0.213889352	chr10_80595220
chr10	80595240	0.6837	0.5718	0.144986843	chr10_80595240
chr10	80598641	-0.1325	0.329	0.669759864	chr10_80598641
chr10	80598687	0.4311	0.2388	0.063018449	chr10_80598687
chr10	80598727	0.22	0.2305	0.326662224	chr10_80598727
chr10	80613652	-0.5237	0.3183	0.082639875	chr10_80613652
chr10	80613673	-0.2974	0.3514	0.366006056	chr10_80613673
chr10	806384	-0.5673	0.3491	0.082893549	chr10_806384
chr10	806412	0.1314	0.4511	0.744134756	chr10_806412
chr10	806418	-0.7029	0.5439	0.123548128	chr10_806418
chr10	80645954	0.2702	0.4392	0.493475426	chr10_80645954
chr10	806566	0.112	0.6833	0.822374113	chr10_806566
chr10	80656685	-0.01169	0.3217	0.969386037	chr10_80656685
chr10	80659921	-0.3598	0.8272	0.438883616	chr10_80659921
chr10	80664449	-0.2224	0.5668	0.633881481	chr10_80664449
chr10	80665054	0.573	0.8258	0.218565651	chr10_80665054
chr10	80665556	2.083	0.6434	2.35E-05	chr10_80665556
chr10	80665559	0.2039	0.4584	0.616730455	chr10_80665559
chr10	80665821	0.1538	0.8202	0.74307817	chr10_80665821
chr10	80667613	-0.177	0.5562	0.701773932	chr10_80667613
chr10	80667631	-0.6012	0.4047	0.1042641	chr10_80667631
chr10	80667769	-0.4206	0.5163	0.341486528	chr10_80667769
chr10	806730	-0.03658	0.4441	0.926752193	chr10_806730
chr10	80677585	-0.01689	0.4866	0.968307364	chr10_80677585
chr10	80677621	0.3589	0.6664	0.470091441	chr10_80677621
chr10	80677625	0.6908	0.6164	0.154668647	chr10_80677625
chr10	80677640	0.5412	0.5433	0.235414489	chr10_80677640
chr10	80677676	0.5914	0.5472	0.19661859	chr10_80677676
chr10	80677719	0.3374	0.4773	0.421143563	chr10_80677719
chr10	80677789	0.824	0.7841	0.090408814	chr10_80677789
chr10	80677978	0.08702	0.639	0.859475772	chr10_80677978
chr10	80677983	0.5765	0.54	0.204644673	chr10_80677983
chr10	80678002	-0.07056	0.307	0.809168198	chr10_80678002
chr10	80678051	0.08006	0.2961	0.777118883	chr10_80678051
chr10	80679310	1.824	0.776	0.000194048	chr10_80679310
chr10	806825	-0.3571	0.3241	0.24414574	chr10_806825
chr10	806832	0.4555	0.3737	0.188812846	chr10_806832
chr10	806854	0.1095	0.4418	0.782337152	chr10_806854
chr10	806857	-0.01159	0.4859	0.978227711	chr10_806857
chr10	806867	-0.03155	0.5436	0.944871803	chr10_806867
chr10	806874	-0.139	0.5413	0.760061639	chr10_806874
chr10	806888	-0.6917	0.4893	0.105029229	chr10_806888
chr10	806927	-0.2093	0.575	0.656388888	chr10_806927
chr10	806941	-0.07384	0.7867	0.87915444	chr10_806941
chr10	806949	-0.1178	0.6338	0.810105986	chr10_806949
chr10	806954	-0.2075	0.6733	0.676810448	chr10_806954
chr10	807052	-0.1622	0.4032	0.660227979	chr10_807052
chr10	80716739	0.5553	0.5442	0.223881865	chr10_80716739
chr10	80716750	0.03898	0.3081	0.89420395	chr10_80716750
chr10	80716800	-0.1259	0.2618	0.618286419	chr10_80716800
chr10	80716820	0.2122	0.2745	0.421441501	chr10_80716820
chr10	807227	0.0323	0.8698	0.940005663	chr10_807227
chr10	80787716	0.05374	0.4254	0.888985293	chr10_80787716
chr10	80812294	-0.4862	0.6941	0.33053013	chr10_80812294
chr10	80844371	-0.8894	0.374	0.010342609	chr10_80844371
chr10	808813	0.4022	0.6414	0.413736304	chr10_808813
chr10	808852	0.5714	0.7274	0.252316115	chr10_808852
chr10	80885996	0.07211	0.4469	0.856862187	chr10_80885996
chr10	80886018	0.3298	0.384	0.352284516	chr10_80886018
chr10	80886083	0.4002	0.3074	0.171271022	chr10_80886083
chr10	80894537	0.4982	0.2916	0.074078316	chr10_80894537
chr10	80894539	0.3042	0.4646	0.45966222	chr10_80894539
chr10	80894549	0.2371	0.3058	0.415441966	chr10_80894549
chr10	80894723	-0.1854	0.6348	0.705441383	chr10_80894723
chr10	80896043	0.1507	0.7032	0.763095541	chr10_80896043
chr10	80901061	0.6919	0.6617	0.163131431	chr10_80901061
chr10	80901074	0.2672	0.6825	0.592197663	chr10_80901074
chr10	80901089	-0.03832	0.6236	0.937346106	chr10_80901089
chr10	80901091	-0.04376	0.7028	0.930253058	chr10_80901091
chr10	80901153	1.055	0.4446	0.008069493	chr10_80901153
chr10	80901172	0.8623	0.4456	0.03064818	chr10_80901172
chr10	80902595	-0.001988	0.398	0.995655704	chr10_80902595
chr10	80902611	-0.37	0.2697	0.154247598	chr10_80902611
chr10	80902625	0.1594	0.3593	0.634512112	chr10_80902625
chr10	80905822	-0.1787	0.7342	0.719972915	chr10_80905822
chr10	80906750	0.01707	0.4933	0.96826789	chr10_80906750
chr10	80906810	-0.09068	0.3561	0.785228927	chr10_80906810
chr10	80907035	-0.1466	0.6646	0.767830299	chr10_80907035
chr10	80925975	-0.1421	0.5184	0.74855313	chr10_80925975
chr10	80926203	0.3854	0.2943	0.170614681	chr10_80926203
chr10	80932703	-0.9712	0.8717	0.02299127	chr10_80932703
chr10	80934389	-0.01026	0.6376	0.983334839	chr10_80934389
chr10	80934424	0.1414	0.5829	0.765287909	chr10_80934424
chr10	80937116	-0.2127	0.19	0.254184548	chr10_80937116
chr10	80937269	-0.4868	0.2635	0.055477225	chr10_80937269
chr10	80937292	-0.01339	0.3178	0.964555959	chr10_80937292
chr10	80939673	-0.7884	0.715	0.114750087	chr10_80939673
chr10	80939684	-0.6214	0.4081	0.095340364	chr10_80939684
chr10	80940769	-0.3608	0.4361	0.3579057	chr10_80940769
chr10	809494	0.127	0.2412	0.587437862	chr10_809494
chr10	809529	0.1404	0.2837	0.605788994	chr10_809529
chr10	80961176	0.3475	0.648	0.48137502	chr10_80961176
chr10	80961181	0.9376	0.7143	0.0607113	chr10_80961181
chr10	80961206	0.07196	0.6896	0.885427501	chr10_80961206
chr10	80961226	0.1218	0.7456	0.806349655	chr10_80961226
chr10	80961271	0.6201	0.6201	0.202429522	chr10_80961271
chr10	80966816	-0.1407	0.4475	0.725152375	chr10_80966816
chr10	80981467	0.2809	0.5027	0.518024067	chr10_80981467
chr10	80981546	-0.6394	0.2814	0.017889577	chr10_80981546
chr10	80989883	0.7111	0.5028	0.101811241	chr10_80989883
chr10	80999280	-0.2577	0.4055	0.486907462	chr10_80999280
chr10	810377	-0.01755	0.3839	0.960513947	chr10_810377
chr10	81057863	0.09047	0.2562	0.714875982	chr10_81057863
chr10	81059258	0.09434	0.4565	0.816325424	chr10_81059258
chr10	81059296	-0.5992	0.6757	0.228997063	chr10_81059296
chr10	81059395	0.02096	0.1977	0.913873612	chr10_81059395
chr10	81059397	0.02651	0.2099	0.89721846	chr10_81059397
